College or Institution,City,State,Deg,AreaofStudy,Method,MajorReqs,Credit,Dept,CourseNo,CourseTitle,KSA,Link
University of Maryland,College Park ,MD,BS,Cybersecurity,Online,CORE,3,CIMT ,386,Penetration Testing and Cyber Red Teaming,"An introduction to the concepts and skills necessary to perform penetration testing and red teaming. The goal is to use penetration testing techniques focused on the Penetration Testing Execution Standard (PTES) -- including preengagement interactions, intelligence gathering, threat modeling, vulnerability analysis, exploitation, postexploitation, and reporting -- to perform a penetration test and present findings to management. Topics include overview of tools such as KALI Linux and the Metasploit Framework that can be used for penetration testing and strategies for red teaming.",https://undergrad.cs.umd.edu/cybersecurity-degree-requirements
Johns Hopskins University,Baltimore,MD,MS,Cybersecurity,Online,CORE,3,EN,605.621,Foundation of Algorithms,"This follow-on course to data structures (e.g., 605.202) provides a survey of computer algorithms, examines fundamental techniques in algorithm design and analysis, and develops problem-solving skills required in all programs of study involving computer science. Topics include advanced data structures (red-black and 2-3-4 trees, union-find), recursion and mathematical induction, algorithm analysis and computational complexity (recurrence relations, big-O notation, NP-completeness), sorting and searching, design paradigms (divide and conquer, greedy heuristic, dynamic programming, amortized analysis), and graph algorithms (depth-first and breadth-first search, connectivity, minimum spanning trees, network flow). Advanced topics are selected from among the following: randomized algorithms, information retrieval, string and pattern matching, and computational geometry. ",https://e-catalogue.jhu.edu/engineering/engineering-professionals/cybersecurity/cybersecurity-master-science/#requirementstext
Johns Hopskins University,Baltimore,MD,MS,Cybersecurity,Online,CORE,3,EN,695.601,Foundations of Information Assurance,"This course surveys the broad fields of enterprise security and privacy, concentrating on the nature of enterprise security requirements by identifying threats to enterprise information technology (IT) systems, access control and open systems, and system and product evaluation criteria. Risk management and policy considerations are examined with respect to the technical nature of enterprise security as represented by government guidance and regulations to support information confidentiality, integrity and availability. The course develops the student’s ability to assess enterprise security risk and to formulate technical recommendations in the areas of hardware and software. Aspects of security-related topics to be discussed include network security, cryptography, IT technology issues, and database security. The course addresses evolving Internet, Intranet, and Extranet security issues that affect enterprise security. Additional topics include access control (hardware and software), communications security, and the proper use of system software (operating system and utilities). The course addresses the social and legal problems of individual privacy in an information processing environment, as well as the computer “crime” potential of such systems. The class examines several data encryption algorithms.",https://e-catalogue.jhu.edu/engineering/engineering-professionals/cybersecurity/cybersecurity-master-science/#requirementstext
Johns Hopskins University,Baltimore,MD,MS,Cybersecurity,Online,CORE,3,EN,695.641,Cryptology,"This course provides an introduction to the principles and practice of contemporary cryptology. It begins with a brief survey of classical cryptographic techniques that influenced the modern development of cryptology. The course then focuses on contemporary work: symmetric block ciphers and the Advanced Encryption Standard, public key cryptosystems, digital signatures, authentication protocols, cryptographic hash functions, and cryptographic protocols and their applications. Pertinent ideas from complexity theory and computational number theory, which provide the foundation for much of the contemporary work in cryptology, are introduced as needed throughout the course.",https://e-catalogue.jhu.edu/engineering/engineering-professionals/cybersecurity/cybersecurity-master-science/#requirementstext
Johns Hopskins University,Baltimore,MD,MS,Cybersecurity,Online,CORE,3,EN,695.642,Intrusion Detection,"This course explores the use of intrusion detection systems (IDS) as part of an organization’s overall security posture. A variety of approaches, models, and algorithms along with the practical concerns of deploying IDS in an enterprise environment will be discussed. Topics include the history of IDS, anomaly and misuse detection for both host and network environments, and policy and legal issues surrounding the use of IDS. The use of ROC (receiver operating characteristic) curves to discuss false positives and missed detection tradeoffs as well as discussion of current research topics will provide a comprehensive understanding of when and how IDS can complement host and network security. TCPDump and Snort will be used in student assignments to collect and analyze potential attacks. ",https://e-catalogue.jhu.edu/engineering/engineering-professionals/cybersecurity/cybersecurity-master-science/#requirementstext
Johns Hopskins University,Baltimore,MD,MS,Cybersecurity,Online,CORE,3,EN,695.643,Introduction to Ethical Hacking,This course exposes students to the world of computer hacking. The primary goal is to give students an understanding of how vulnerable systems can be attacked as a means to motivate how they might be better defended. The class takes a systems engineering view of hacking and emphasizes practical exposure via hands-on assignments. Students are expected to use a computer that will remain off all networks while they complete assignments,https://e-catalogue.jhu.edu/engineering/engineering-professionals/cybersecurity/cybersecurity-master-science/#requirementstext
Johns Hopskins University,Baltimore,MD,MS,Cybersecurity,Online,CORE,3,EN,695.741,Information Assurance Analysis,"This course provides students with an overview of analysis as it applies to information assurance. Analysis is a fundamental part of the information assurance process, and effective analysis informs policy, software development, network operations, and criminal investigations. To enable students to perform effective analysis, the focus of the course is on the analysis process and approach rather than on specific tools. Topics include the collection, use, and presentation of data from a variety of sources (e.g., raw network traffic data, traffic summary records, and log data collected from servers and firewalls). These data are used by a variety of analytical techniques, such as collection approach evaluation, population estimation, hypothesis testing, experiment construction and evaluation, and constructing evidence chains for forensic analysis. Students will construct and critique an analytical architecture, construct security experiments, and retroactively analyze events. The course will also cover selected non-technical ramifications of data collection and analysis, including anonymity, privacy, and legal constraints.",https://e-catalogue.jhu.edu/engineering/engineering-professionals/cybersecurity/cybersecurity-master-science/#requirementstext
Johns Hopskins University,Baltimore,MD,MS,Cybersecurity,Online,CORE,3,EN,695.742,Digital Forensics Technologies and Techniques,"Digital forensics focuses on the acquisition, identification, attribution, and analysis of digital evidence of an event occurring in a computer or network. This course provides a broader scientific understanding of the technologies and techniques used to perform digital forensics. In particular, various signature extraction techniques, detection, classification, and retrieval of forensically interesting patterns will be introduced. This will be complemented by studying fundamental concepts of data processing technologies like compression, watermarking, steganography, cryptography, and multiresolution analysis. Emerging standards along with issues driving the changing nature of this topic will be explored. Antiforensic techniques that are used to counter forensic analysis will also be covered. Students will be exposed to relevant theory, programming practice, case studies, and contemporary literature on the subject.",https://e-catalogue.jhu.edu/engineering/engineering-professionals/cybersecurity/cybersecurity-master-science/#requirementstext
Johns Hopskins University,Baltimore,MD,MS,Cybersecurity,Online,CORE,3,EN,695.744,Reverse Engineering and Vulnerability Analysis,"This course covers both the art and science of discovering software vulnerabilities. Beginning with the foundational techniques used to analyze both source and binary code, the course will examine current threats and discuss the actions needed to prevent attackers from taking advantage of both known and unknown vulnerabilities. The course will cover passive and active reverse engineering techniques in order to discover and categorize software vulnerabilities, create patches and workarounds to better secure the system, and describe security solutions that provide protection from an adversary attempting to exploit the vulnerabilities. Techniques covered include the use of static analysis, dynamic reverse engineering tools, and fault injection via fuzzing to better understand and improve the security of software.",https://e-catalogue.jhu.edu/engineering/engineering-professionals/cybersecurity/cybersecurity-master-science/#requirementstext
Johns Hopskins University,Baltimore,MD,MS,Cybersecurity,Online,CORE,3,EN,605.728,Quantum Computation,"Scalable quantum computers aren’t here yet. But recent progress suggests they may be on their way, and that it is now time to start planning for their potential impact: NSA announced in 2015 a shift in focus from elliptic curve to quantum resistant cryptography, and NIST has initiated a large-scale study of postquantum cryptography. This course provides an introduction to quantum computation for computer scientists: the focus is on algorithms rather than physical devices, and familiarity with quantum mechanics (or any physics at all) is not a prerequisite. Instead, pertinent aspects of the quantum mechanics formalism are developed as needed in class. The course begins with an introduction to the QM formalism. It then develops the abstract model of a quantum computer, and discusses how quantum computers enable us to achieve, for some problems, a significant speedup (in some cases an exponential speedup) over any known classical algorithm. This discussion provides the basis for a detailed examination of quantum integer factoring, quantum search, and other quantum algorithms. The course also explores quantum error correction, quantum teleportation, and quantum cryptography. It concludes with a glimpse at what the cryptographic landscape will look like in a world with quantum computers. Required work includes problem sets and a research project.",https://e-catalogue.jhu.edu/engineering/engineering-professionals/cybersecurity/cybersecurity-master-science/#requirementstext
Johns Hopskins University,Baltimore,MD,MS,Cybersecurity,Online,CORE,3,EN,650.656,Computer Forensics ,"This course introduces students to the field of computer forensics and it will focus o n the various contemporary policy issues and applied technologies. Topics to be covered include: legal and regulatory issues, investigation techniques, data analysis approaches, and incident response procedures for Windows and UNIX systems. Homework in this course will relate to laboratory assignments and research exercises. Students should also expect that a group project will be integrated into this course.",https://e-catalogue.jhu.edu/engineering/engineering-professionals/cybersecurity/cybersecurity-master-science/#requirementstext
University of Southern California,Los Angeles ,CA,MS,Cybersecurity,Online,CORE,3,CSCI,530,Security Systems,"Protecting computer networks and systems using cryptography, authentication, authorization, intrusion detection and response. Includes lab to provide practical experience working with such systems.",https://online.usc.edu/programs/computer-security-ms/
University of Southern California,Los Angeles ,CA,MS,Cybersecurity,Online,CORE,3,CSCI,531,Applied Cryptography,"Intensive overview of cryptography for practitioners, historical perspective on early systems, number theoretic foundations of modern day cryptosystems and basic cryptanalysis.",https://online.usc.edu/programs/computer-security-ms/
University of Southern California,Los Angeles ,CA,MS,Cybersecurity,Online,CORE,3,CSCI,551,Advanced Computer Networking,"Protocol design for computer communication networks, network routing, transport protocols, internetworking.",https://online.usc.edu/programs/computer-security-ms/
University of Southern California,Los Angeles ,CA,MS,Cybersecurity,Online,CORE,3,CSCI,555,Advance Operating Systems,"Advanced topics in operating system research: new OS structures, novel memory management, communication, file system, process management, reliability and security techniques.",https://online.usc.edu/programs/computer-security-ms/
University of Southern California,Los Angeles ,CA,MS,Cybersecurity,Online,CORE,3,CSCI,570,Analysis of Algorithms,"Explores fundamental techniques such as recursion, Fourier transform ordering, dynamic programming for efficient algorithm construction. Examples include arithmetic, algebraic, graph, pattern matching, sorting, searching algorithms.",https://online.usc.edu/programs/computer-security-ms/
University of Southern California,Los Angeles ,CA,MS,Cybersecurity,Online,CORE,3,CSCI,577,Software Engineering ,"Software life cycle processes; planning considerations for product definition, development, test, implementation, maintenance. Software requirements elicitation and architecture synthesis. Team project.",https://online.usc.edu/programs/computer-security-ms/
University of Southern California,Los Angeles ,CA,MS,Cybersecurity,Online,CORE,3,CSCI,578,Software Architecture,"Study of concepts, principles and scope of software system architectures, including architectural styles, languages, connectors, middleware, dynamism, analysis, testing and domain-specific approaches.",https://online.usc.edu/programs/computer-security-ms/
New York University,New York City,NY,MS,Cybersecurity,Online,CORE,3,CSGY,6813,"Information, Security, and Privacy","This course introduces Information Systems Security and covers cryptography, capability and access control mechanisms, authentication models, security models, operating systems security, malicious code, security-policy formation and enforcement, vulnerability analysis, evaluating secure systems",https://engineering.nyu.edu/academics/programs/cybersecurity-ms-online
New York University,New York City,NY,MS,Cybersecurity,Online,CORE,3,CSGY,6823,Network Security,"This course begins by covering attacks and threats in computer networks, including network mapping, port scanning, sniffing, DoS, DDoS, reflection attacks, attacks on DNS and leveraging P2P deployments for attacks. The course continues with cryptography topics most relevant to secure networking protocols. Topics covered are block ciphers, stream ciphers, public key cryptography, RSA, Diffie Hellman, certification authorities, digital signatures and message integrity. After surveying basic cryptographic techniques, the course examines several secure networking protocols, including PGP, SSL, IPsec and wireless security protocols. The course examines operational security, including firewalls and intrusion-detection systems. Students read recent research papers on network security and participate in an important lab component that includes packet sniffing, network mapping, firewalls, SSL and IPsec.",https://engineering.nyu.edu/academics/programs/cybersecurity-ms-online
New York University,New York City,NY,MS,Cybersecurity,Online,CORE,3,CSGY,6903,Applied Cryptography,"This course examines Modern Cryptography from a both theoretical and applied perspective, with emphasis on ?provable security? and ?application case studies?. The course looks particularly at cryptographic primitives that are building blocks of various cryptographic applications. The course studies notions of security for a given cryptographic primitive, its various constructions and respective security analysis based on the security notion. The cryptographic primitives covered include pseudorandom functions, symmetric encryption (block ciphers), hash functions and random oracles, message authentication codes, asymmetric encryption, digital signatures and authenticated key exchange. The course covers how to build provably secure cryptographic protocols (e.g., secure message transmission, identification schemes, secure function evaluation, etc.), and various number-theoretic assumptions upon which cryptography is based. Also covered: implementation issues (e.g., key lengths, key management, standards, etc.) and, as application case studies, a number of real-life scenarios currently using solutions from modern cryptography.",https://engineering.nyu.edu/academics/programs/cybersecurity-ms-online
New York University,New York City,NY,MS,Cybersecurity,Online,CORE,3,CSGY,9163,Application Security,"This course addresses the design and implementation of secure applications. Concentration is on writing software programs that make it difficult for intruders to exploit security holes. The course emphasizes writing secure distributed programs in Java. The security ramifications of class, field and method visibility are emphasized.",https://engineering.nyu.edu/academics/programs/cybersecurity-ms-online
New York University,New York City,NY,MS,Cybersecurity,Online,CORE,3,CSGY,6963,Digital Forensics,"This course introduces information-technology professionals to the application of forensic science principles and practices for collecting, preserving, examining, analyzing and presenting digital evidence. The course includes selected topics from the legal, forensic and information-technology domains and uses lecture, laboratory and written projects to illustrate these topics.",https://engineering.nyu.edu/academics/programs/cybersecurity-ms-online
New York University,New York City,NY,MS,Cybersecurity,Online,CORE,3,CSGY,6803,Information Systems Security Engineering and Management,"This course presents a system and management view of information security: what it is, what drives the requirements for information security, how to integrate it into the systems-design process and life-cycle security management of information systems. A second goal is to cover basic federal policies on government information security and methodologies. Topics include information-security risk management, security policies, security in the systems-engineering process, laws related to information security and management of operational systems.",https://engineering.nyu.edu/academics/programs/cybersecurity-ms-online
New York University,New York City,NY,MS,Cybersecurity,Online,CORE,3,CSGY,6573,Penetration Testing and Vulnerability Analysis,"This advanced course in computer and network security focuses on penetration testing and vulnerability analysis. It introduces methodologies, techniques and tools to analyze and identify vulnerabilities in stand-alone and networked applications.",https://engineering.nyu.edu/academics/programs/cybersecurity-ms-online
New York University,New York City,NY,MS,Cybersecurity,Online,CORE,3,CSGY,9223,Mobile Security,"Introduction to mobile security, basic security and cryptographic techniques, security of GSM Networks and security of UMTS Networks, LTE security, wifi and Bluetooth security, SIM/UICC security, mobile malware and app security, android security model, IOS security model, security model of the windows phone, SMS/MMS, mobile geolocation and mobile web security, security of mobile VoIP communications, emerging trends in mobile security",https://engineering.nyu.edu/academics/programs/cybersecurity-ms-online
George Washington University,Washington,DC,MS,Cybersecurity Analytics,Online,CORE,3,CSCI,6015,Cyber Forensics,"Covers basic and advanced concepts in the field of cyber forensics, which is concerned with acquiring, preserving and analyzing digitally stored information while ensuring that this information is admissible as evidence in a court of law. Principles and techniques for cyber forensics investigations are explored using industry-standard forensic tools, techniques and procedures in the digital forensic process. Addresses the societal and legal impact of computer activities including computer crime, intellectual property theft, privacy issues and legal ramifications. Covers special rules of evidence that apply to cybercrime investigations including chain of custody, search and seizure, forensic imaging. In addition to the incident-handling process, relevant state, federal, and/or regulatory frameworks governing such activities within different industry sectors are explored in detail. Methods and standards for extraction and preservation of legal evidence, uncovering illicit activities, recovering information left on hard drives and extracting files from intentionally damaged media are also addressed.",https://onlinecybersecurity.seas.gwu.edu/me-cybersecurity-analytics/
George Washington University,Washington,DC,MS,Cybersecurity Analytics,Online,CORE,3,CSCI,6016,Applied Network Defense,"Apply theory and practice of computer security, focusing specifically on the protection aspects of the Internet. It reviews cryptographic tools to provide security, such as shared key encryption (DES, 3DES, RC and more), public key encryption, key exchange and digital signature (Diffie-Hellmann, RSA, DSS and more). It then reviews how these tools are utilized within the internet protocols and applications like SSL/TLS, IPSEC, Kerberos and more (including wireless). By leveraging case studies and reading seminal research papers, students will learn about network attacks and vulnerabilities as well as current defenses. Topics covered include cryptography, confidentiality and authentication protocols, botnets, firewalls, intrusion detection systems and communication privacy and anonymity. This course also covers offensive and defensive information warfare operations, simulation of various attacks on and defenses of computer systems, laws related to information warfare and history and literature related to information warfare attacks.",https://onlinecybersecurity.seas.gwu.edu/me-cybersecurity-analytics/
George Washington University,Washington,DC,MS,Cybersecurity Analytics,Online,CORE,3,ECE,6132,Secure Cloud Computing,"Security and privacy issues in cloud computing systems. Confidentiality, integrity and availability of data and computations. Examination of cloud computing models, threat models, outsourcing and security issues. Practical applications of secure cloud computing.",https://onlinecybersecurity.seas.gwu.edu/me-cybersecurity-analytics/
George Washington University,Washington,DC,MS,Cybersecurity Analytics,Online,CORE,3,EMSE,6540,Information Security,"Development and management of effective security systems. Includes information, personnel and physical security. Emphasis on risk analysis for information protection.",https://onlinecybersecurity.seas.gwu.edu/me-cybersecurity-analytics/
George Washington University,Washington,DC,MS,Cybersecurity Analytics,Online,CORE,3,EMSE,6544,"Auditing, Monitoring and Intrusion Detection",Methods for detecting problems with unauthorized activity in information systems and management challenges associated with those activities.,https://onlinecybersecurity.seas.gwu.edu/me-cybersecurity-analytics/
George Washington University,Washington,DC,MS,Cybersecurity Analytics,Online,CORE,3,EMSE,6547,Cyber Resilicience,"Resilience planning for cybersecurity; assessment and modeling approaches to limit system failure toward creating a cyber-resilient organization; recognition, resistance, recovery, reinstatement from the perspectives of information technologists and engineering managers; existing cybersecurity reliance frameworks; potential policies to sustain a healthy and robust security posture.",https://onlinecybersecurity.seas.gwu.edu/me-cybersecurity-analytics/
George Washington University,Washington,DC,MS,Cybersecurity Analytics,Online,CORE,3,EMSE,6560,Open Source Intelligence Analysis,"Analyzing social media and other publicly available data sources can provide a wealth of data that can be used to identify and evaluate threats to an organization’s information assets. The challenge of using social media and other public sources is filtering the useful information from the noise. Students will use data analytics tools and develop decision support frameworks to identify threats, evaluate capability of actors to exploit vulnerabilities and evaluate the risk of damage those actors can do to an organization. While each individual data source may not provide actionable intelligence, compiling data across multiple sources can reveal critical indications of intent and capability of potential threats. This course provides an overview of publicly available data sources and strategies for mining and aggregating data across multiple sources to build a comprehensive profile of threat sources and develop an action plan to defend against these threats",https://onlinecybersecurity.seas.gwu.edu/me-cybersecurity-analytics/
George Washington University,Washington,DC,MS,Cybersecurity Analytics,Online,CORE,3,EMSE,6567,Applied Data Analytics,"Applied and practical data analytics. High-level theory, with primary focus on practical application of a broad set of statistical techniques needed to support an empirical foundation for systems engineering and engineering management. A variety of practical visualization and statistical analysis techniques. Leveraging Minitab and Excel to examine raw data to arrive at insightful conclusions.",https://onlinecybersecurity.seas.gwu.edu/me-cybersecurity-analytics/
George Washington University,Washington,DC,MS,Cybersecurity Analytics,Online,CORE,3,SEAS,6014,Introduction to Hardware and Software Security,"Students will learn the fundamental principles of designing secure software and hardware systems and the range of attacks that seek to compromise them. The course will provide an overview of computer architecture and present attacks targeting the hardware, operating system and application layers. Students will learn how decisions in computer architecture design can lead to vulnerabilities such as cache exploits or side channels; how operating systems seek to provide secure isolation between applications; how applications can be compromised through malicious attacks; and include case studies showing how mobile devices and the Internet of Things pose new security challenges.",https://onlinecybersecurity.seas.gwu.edu/me-cybersecurity-analytics/
George Washington University,Washington,DC,MS,Cybersecurity Analytics,Online,CORE,3,SEAS,6410,Security Data Visualization,"The main goal of this course is to help students learn, understand and practice the visualization aspect of security data, which includes the study of data analytics and scaling up information security, security metrics and security monitoring techniques focusing on industry applications. It also covers the fundamentals of security data visualization and exploratory data analysis and provides guidelines on information security data visualization and insights with data dashboards. Furthermore, it introduces valuable tools to empower students to create an effective visual image of security data and prepare security data for using the latest techniques in Information Technology (IT) data analytics fields and extracting features from security data sets.",https://onlinecybersecurity.seas.gwu.edu/me-cybersecurity-analytics/
University of Delaware,Newark,DE,MS,Cybersecurity,Online,CORE,3,CPEG,665,Introduction to Cybersecurity,"Introduction to computer and network security covers the foundation security policies and methods to provide confidentiality, integrity, and availability, as well as cryptography, auditing, and user security. Topics are reinforced with hands-on exercises run in a virtual machine environment.",https://online.ece.udel.edu/masters-in-cybersecurity-online/courses/
University of Delaware,Newark,DE,MS,Cybersecurity,Online,CORE,3,CPEG,697,Advanced Cybersecurity,"This seminar course explores areas in advanced computer and network security not covered in introductory cybersecurity classes. Course provides insight into realistic complex defensive and offensive cybersecurity topics such as DoS attacks, DNS security, Email spam, On-line Authentication, Phishing, Cloud Security, Malware, and Web security.",https://online.ece.udel.edu/masters-in-cybersecurity-online/courses/
University of Delaware,Newark,DE,MS,Cybersecurity,Online,CORE,3,CPEG,694,System Hardening and Protection,"Practical treatment of the defensive techniques used to harden computer systems to make them less vulnerable to cyber-attacks. Defect management, configuration/ hardening, account control, logs/auditing, and risk assessment are covered and reinforced with hands-on exercises run in a virtual machine environment.",https://online.ece.udel.edu/masters-in-cybersecurity-online/courses/
University of Delaware,Newark,DE,MS,Cybersecurity,Online,CORE,3,CPEG,695,Digital Forensics,"Introduction to digital forensics as used to analyze criminal evidence in computer systems and digital media. Forensic tools and techniques for storage and memory analysis of windows/Linux, network traffic, and documentation are covered and reinforced with hands-on exercises run in a virtual machine environment.",https://online.ece.udel.edu/masters-in-cybersecurity-online/courses/
University of Delaware,Newark,DE,MS,Cybersecurity,Online,CORE,3,CPEG,671,Penetration Testing and Reverse Engineering,"This cybersecurity course introduces techniques used (1) to identify strengths and exploit weaknesses in networked systems or hosts, and (2) to reverse engineer programs of unknown origin and identify their function to classify them as malware and highlight the level of risk that they represent.",https://online.ece.udel.edu/masters-in-cybersecurity-online/courses/
University of Delaware,Newark,DE,MS,Cybersecurity,Online,CORE,3,CPEG,676,Secure Software Design,This cybersecurity course introduces the theory and practices used to help make a computer program secure and provides the skills needed to implement programs that are free from vulnerabilities.,https://online.ece.udel.edu/masters-in-cybersecurity-online/courses/
University of Delaware,Newark,DE,MS,Cybersecurity,Online,CORE,3,CPEG,672,Applied Cryptography,"This cybersecurity course explores modern Cryptography covering algorithms and cryptosystems, cryptanalysis, and best practices for application and implementation of crypto in software systems.",https://online.ece.udel.edu/masters-in-cybersecurity-online/courses/
University of Delaware,Newark,DE,MS,Cybersecurity,Online,CORE,3,CPEG,657,Search and Data Mining,"With the increasing amount of textual information, it is important to develop effective search engines, such as Google, to help users manage and exploit the information. Examine the underlying technologies of search engines and get hands-on project experience. ",https://online.ece.udel.edu/masters-in-cybersecurity-online/courses/
Liberty University,Lynchburg,VA,MS,Cybersecurity,Online,CORE,3,CSCI,511,Digital Forensics,"Use forensic technology and tools in order to collect, recover, preserve, and prepare digital evidence in a forensically sound manner from a variety of digital systems. Evaluate typical forms of computer crime or attack to determine evidentiary value. Explain the legal issues and rules of evidence that apply in performing digital forensic analyses. Prepare a forensics report in an administrative, civil, or criminal context to defend investigative findings in the role of an expert witness. Integrate biblical principles within the field of digital forensics",https://www.liberty.edu/online/business/masters/cyber-security/
Liberty University,Lynchburg,VA,MS,Cybersecurity,Online,CORE,3,CSCI,605,Applied Cryptography,Identify the difference between public key and symmetric key cryptography. Implement basic cryptographic protocols safely and securely. Evaluate a cryptographic protocol. Integrate biblical principles within the field of applied cryptography.,https://www.liberty.edu/online/business/masters/cyber-security/
Liberty University,Lynchburg,VA,MS,Cybersecurity,Online,CORE,3,CSCI,620,"Issues in Security, Privacy, and Anonymity",Define quality of services a system wants to provide. Consider attacks on those systems and services. Design mechanisms to prevent these attacks. Integrate biblical principles within the field of secure software engineering.,https://www.liberty.edu/online/business/masters/cyber-security/
Liberty University,Lynchburg,VA,MS,Cybersecurity,Online,CORE,3,CSCI,632,Ethical Hacking,"Know the ethical issues regarding professional ethical hacking and penetration testing. Use the tools available for crafting exploits. Understand the basic techniques for gaining unauthorized access into a large network and computer system, using both technical and non-technical means. Be able to assess potential vulnerabilities in a network security system within executable programs or within network protocols. Integrate biblical principles within the field of computer security.",https://www.liberty.edu/online/business/masters/cyber-security/
Maryville University,St. Louis,MO,MS,Cybersecurity,Online,CORE,3,ISYS,600,Controls for Effective Cyberdefense,"This course will cover the Controls for Effective Cyber Defense which are a recommended set of actions that will provide specific and actionable ways to deter potential attacks. Discussion will focus on how organizations can use these controls to define the starting point for their defenses, direct their resources on actions with immediate payoff, and focus their attention on additional risk issues that are unique to their business or mission.",https://online.maryville.edu/online-masters-degrees/cyber-security/
Maryville University,St. Louis,MO,MS,Cybersecurity,Online,CORE,3,ISYS,650,Information Technology Management,"This course presents the concepts needed to effectively manage information technology resources. This course specifically focuses on the role a CIO plays, the planning, scheduling and risk considerations, along with the strategic role that information technology systems play in an organization.",https://online.maryville.edu/online-masters-degrees/cyber-security/
Maryville University,St. Louis,MO,MS,Cybersecurity,Online,CORE,3,ISYS,670,Ethical Hacking,"This hands-on course applies a penetration testing framework to ethical hacking. Emphasis is placed on penetrating testing methodologies for various types of penetration tests, including Reconnaissance, Social Engineering, and Network Penetration Testing.",https://online.maryville.edu/online-masters-degrees/cyber-security/
Maryville University,St. Louis,MO,MS,Cybersecurity,Online,CORE,3,ISYS,686,Cybersecurity Incident Reposnse and Examination,"This course will cover the principles of cybersecurity incident response and forensics which include a recommended set of forensic principles to provide specific methods to identify and the management of security related events. Discussion will focus on how to leverage practices used by industry to identify and analyze forensic data received from devices and the responsible actions to manage a security incident. Students will learn proper cyber defense, evaluation and response methods that are inherent in today’s ever changing",https://online.maryville.edu/online-masters-degrees/cyber-security/
Maryville University,St. Louis,MO,MS,Cybersecurity,Online,CORE,3,ISYS,691,Legal Aspects of Privacy and Compliance,"This course explores the laws and policies governments, organizations, and individuals leverage to protect the confidentiality, integrity, and availability of information and technology. This course explores various legal issues that arise in cyberspace, including contracting online, common and tort law, cybercrime, jurisdiction, security and privacy issues and practices, and intellectual property protection. It delves into industry-specific legal, privacy, and ethical considerations in the areas of healthcare, financial reporting, government information, and protecting children online. Lastly, the course provides students with tools for ethical-decision making in a security and privacy context.",https://online.maryville.edu/online-masters-degrees/cyber-security/
Maryville University,St. Louis,MO,MS,Cybersecurity,Online,CORE,3,ISYS,671,Ethical Hacking II,"This hands-on course builds on ethical hacking and penetration techniques learned in ISYS-670. With emphasis on SQL injection, Wireless, Mobile, Web server and Web Application hacking. ",https://online.maryville.edu/online-masters-degrees/cyber-security/
Maryville University,St. Louis,MO,MS,Cybersecurity,Online,CORE,3,ISYS,675,Mobile Device Hacking and Forensics,"This course will familiarize students with mobile devices and technology used by industry. Students will identify and analyze data that can be retrieved from mobile devices, such as cell phones, tablets, smart phones and GPS devices",https://online.maryville.edu/online-masters-degrees/cyber-security/
Maryville University,St. Louis,MO,MS,Cybersecurity,Online,CORE,3,ISYS,674,Network Security,"This course is intended as an overview of network security principles. The material covered will include various models of encryption - symmetric and asymmetric, pseudo-randomness, digital signatures, and network security. ",https://online.maryville.edu/online-masters-degrees/cyber-security/
Maryville University,St. Louis,MO,MS,Cybersecurity,Online,CORE,3,ISYS,680,Security Log Management and Analysis,This course allows students to interact with security information and event management tools (SIEM) to analyze data and construct queries that allow for data analysis and event triage.,https://online.maryville.edu/online-masters-degrees/cyber-security/
University of Dallas,Irving ,TX,MS,Cybersecurity,Online,CORE,3,CYBS,6350,Data Protection,"Provides a working knowledge of fundamental data protection techniques for protecting data at rest, data in motion, and data in processing. Techniques include encryption algorithms and systems (symmetric, asymmetric, standard, digital certificates, and hashes), Steganography, data masking, and data obfuscation. Examines access controls, availability, authentication, confidentiality, data integrity, and non-repudiation as well as defenses against DDOS and other data attacks. Security by diversity and security in depth are presented as fundamental requirements. ",https://udallas.edu/cob/academics/ms/cybersecurity/index.php
University of Dallas,Irving ,TX,MS,Cybersecurity,Online,CORE,3,CYBS,6355,Compliance and Legal Issues,"Examines legal, privacy, and compliance environments facing organizations globally. Students build an understanding of the complexities of security, compliance and legal obligations starting with a general foundation of laws and industry standards that apply across most organizations that handle sensitive data. Examination of industry verticals expand students’ knowledge of particular federal and state regulatory and industry-based obligations. It also examines how security and compliance obligations can be used to establish the security, compliance, and risk management programs for an enterprise.",https://udallas.edu/cob/academics/ms/cybersecurity/index.php
University of Dallas,Irving ,TX,MS,Cybersecurity,Online,CORE,3,CYBS,7350,Operational Security Management,"Focuses on developing skills relative to an understanding of the business risks that exist when proper cybersecurity access controls are not effectively implemented. Students will study breach cases and have the opportunity to interface with security experts to gain an in-depth understanding of current risks, threats, and vulnerabilities organizations face. Lab simulations will be completed and each lab will be analyzed for its meaning and purpose in increasing security knowledge. Students will create a cybersecurity breach report and as a team project create an access control plan with recommendations for overcoming or minimizing cyber breach situations through the use of proper controls, the control framework, lab experiences, and other resources explored in the course. ",https://udallas.edu/cob/academics/ms/cybersecurity/index.php
